Date,Day_Month,Quarter,Season
9/12/94,12-Sep,Q3,Fall
9/13/94,13-Sep,Q3,Fall
9/14/94,14-Sep,Q3,Fall
9/15/94,15-Sep,Q3,Fall
9/16/94,16-Sep,Q3,Fall
9/19/94,19-Sep,Q3,Fall
9/20/94,20-Sep,Q3,Fall
9/21/94,21-Sep,Q3,Fall
9/22/94,22-Sep,Q3,Fall
9/23/94,23-Sep,Q3,Fall
9/26/94,26-Sep,Q3,Fall
9/27/94,27-Sep,Q3,Fall
9/28/94,28-Sep,Q3,Fall
9/29/94,29-Sep,Q3,Fall
9/30/94,30-Sep,Q3,Fall
10/1/94,1-Oct,Q4,Fall
10/2/94,2-Oct,Q4,Fall
10/3/94,3-Oct,Q4,Fall
10/5/94,5-Oct,Q4,Fall
10/6/94,6-Oct,Q4,Fall
10/8/94,8-Oct,Q4,Fall
10/10/94,10-Oct,Q4,Fall
10/11/94,11-Oct,Q4,Fall
10/13/94,13-Oct,Q4,Fall
10/14/94,14-Oct,Q4,Fall
10/17/94,17-Oct,Q4,Fall
10/18/94,18-Oct,Q4,Fall
10/19/94,19-Oct,Q4,Fall
10/20/94,20-Oct,Q4,Fall
10/21/94,21-Oct,Q4,Fall
10/24/94,24-Oct,Q4,Fall
10/25/94,25-Oct,Q4,Fall
10/26/94,26-Oct,Q4,Fall
10/27/94,27-Oct,Q4,Fall
10/28/94,28-Oct,Q4,Fall
10/31/94,31-Oct,Q4,Fall
11/1/94,1-Nov,Q4,Fall
11/2/94,2-Nov,Q4,Fall
11/3/94,3-Nov,Q4,Fall
11/4/94,4-Nov,Q4,Fall
11/5/94,5-Nov,Q4,Fall
11/7/94,7-Nov,Q4,Fall
11/8/94,8-Nov,Q4,Fall
11/10/94,10-Nov,Q4,Fall
11/11/94,11-Nov,Q4,Fall
11/14/94,14-Nov,Q4,Fall
11/15/94,15-Nov,Q4,Fall
11/16/94,16-Nov,Q4,Fall
11/17/94,17-Nov,Q4,Fall
11/18/94,18-Nov,Q4,Fall
11/21/94,21-Nov,Q4,Fall
11/22/94,22-Nov,Q4,Fall
11/23/94,23-Nov,Q4,Fall
11/25/94,25-Nov,Q4,Fall
11/28/94,28-Nov,Q4,Fall
11/29/94,29-Nov,Q4,Fall
11/30/94,30-Nov,Q4,Fall
12/1/94,1-Dec,Q4,Winter
12/4/94,4-Dec,Q4,Winter
12/5/94,5-Dec,Q4,Winter
12/7/94,7-Dec,Q4,Winter
12/8/94,8-Dec,Q4,Winter
12/9/94,9-Dec,Q4,Winter
12/10/94,10-Dec,Q4,Winter
12/12/94,12-Dec,Q4,Winter
12/13/94,13-Dec,Q4,Winter
12/14/94,14-Dec,Q4,Winter
12/15/94,15-Dec,Q4,Winter
12/16/94,16-Dec,Q4,Winter
12/19/94,19-Dec,Q4,Winter
12/20/94,20-Dec,Q4,Winter
12/21/94,21-Dec,Q4,Winter
12/22/94,22-Dec,Q4,Winter
12/23/94,23-Dec,Q4,Winter
12/27/94,27-Dec,Q4,Winter
12/28/94,28-Dec,Q4,Winter
12/29/94,29-Dec,Q4,Winter
12/30/94,30-Dec,Q4,Winter
1/2/95,2-Jan,Q1,Winter
1/3/95,3-Jan,Q1,Winter
1/5/95,5-Jan,Q1,Winter
1/6/95,6-Jan,Q1,Winter
1/8/95,8-Jan,Q1,Winter
1/9/95,9-Jan,Q1,Winter
1/11/95,11-Jan,Q1,Winter
1/12/95,12-Jan,Q1,Winter
1/13/95,13-Jan,Q1,Winter
1/16/95,16-Jan,Q1,Winter
1/17/95,17-Jan,Q1,Winter
1/18/95,18-Jan,Q1,Winter
1/19/95,19-Jan,Q1,Winter
1/20/95,20-Jan,Q1,Winter
1/23/95,23-Jan,Q1,Winter
1/24/95,24-Jan,Q1,Winter
1/25/95,25-Jan,Q1,Winter
1/26/95,26-Jan,Q1,Winter
1/27/95,27-Jan,Q1,Winter
1/30/95,30-Jan,Q1,Winter
1/31/95,31-Jan,Q1,Winter
2/2/95,2-Feb,Q1,Winter
2/3/95,3-Feb,Q1,Winter
2/5/95,5-Feb,Q1,Winter
2/6/95,6-Feb,Q1,Winter
2/8/95,8-Feb,Q1,Winter
2/10/95,10-Feb,Q1,Winter
2/11/95,11-Feb,Q1,Winter
2/13/95,13-Feb,Q1,Winter
2/14/95,14-Feb,Q1,Winter
2/15/95,15-Feb,Q1,Winter
2/16/95,16-Feb,Q1,Winter
2/17/95,17-Feb,Q1,Winter
2/21/95,21-Feb,Q1,Winter
2/22/95,22-Feb,Q1,Winter
2/23/95,23-Feb,Q1,Winter
2/24/95,24-Feb,Q1,Winter
2/27/95,27-Feb,Q1,Winter
2/28/95,28-Feb,Q1,Winter
3/1/95,1-Mar,Q1,Spring
3/2/95,2-Mar,Q1,Spring
3/3/95,3-Mar,Q1,Spring
3/4/95,4-Mar,Q1,Spring
3/5/95,5-Mar,Q1,Spring
3/7/95,7-Mar,Q1,Spring
3/8/95,8-Mar,Q1,Spring
3/10/95,10-Mar,Q1,Spring
3/11/95,11-Mar,Q1,Spring
3/13/95,13-Mar,Q1,Spring
3/14/95,14-Mar,Q1,Spring
3/15/95,15-Mar,Q1,Spring
3/16/95,16-Mar,Q1,Spring
3/17/95,17-Mar,Q1,Spring
3/20/95,20-Mar,Q1,Spring
3/21/95,21-Mar,Q1,Spring
3/22/95,22-Mar,Q1,Spring
3/23/95,23-Mar,Q1,Spring
3/24/95,24-Mar,Q1,Spring
3/27/95,27-Mar,Q1,Spring
3/28/95,28-Mar,Q1,Spring
3/29/95,29-Mar,Q1,Spring
3/30/95,30-Mar,Q1,Spring
3/31/95,31-Mar,Q1,Spring
4/1/95,1-Apr,Q2,Spring
4/4/95,4-Apr,Q2,Spring
4/5/95,5-Apr,Q2,Spring
4/8/95,8-Apr,Q2,Spring
4/10/95,10-Apr,Q2,Spring
4/12/95,12-Apr,Q2,Spring
4/13/95,13-Apr,Q2,Spring
4/17/95,17-Apr,Q2,Spring
4/18/95,18-Apr,Q2,Spring
4/19/95,19-Apr,Q2,Spring
4/20/95,20-Apr,Q2,Spring
4/21/95,21-Apr,Q2,Spring
4/24/95,24-Apr,Q2,Spring
4/25/95,25-Apr,Q2,Spring
4/26/95,26-Apr,Q2,Spring
4/27/95,27-Apr,Q2,Spring
4/28/95,28-Apr,Q2,Spring
5/1/95,1-May,Q2,Spring
5/4/95,4-May,Q2,Spring
5/5/95,5-May,Q2,Spring
5/6/95,6-May,Q2,Spring
5/7/95,7-May,Q2,Spring
5/9/95,9-May,Q2,Spring
5/10/95,10-May,Q2,Spring
5/12/95,12-May,Q2,Spring
5/15/95,15-May,Q2,Spring
5/16/95,16-May,Q2,Spring
5/17/95,17-May,Q2,Spring
5/18/95,18-May,Q2,Spring
5/19/95,19-May,Q2,Spring
5/22/95,22-May,Q2,Spring
5/23/95,23-May,Q2,Spring
5/24/95,24-May,Q2,Spring
5/25/95,25-May,Q2,Spring
5/26/95,26-May,Q2,Spring
5/30/95,30-May,Q2,Spring
5/31/95,31-May,Q2,Spring
6/1/95,1-Jun,Q2,Summer
6/2/95,2-Jun,Q2,Summer
6/3/95,3-Jun,Q2,Summer
6/4/95,4-Jun,Q2,Summer
6/6/95,6-Jun,Q2,Summer
6/7/95,7-Jun,Q2,Summer
6/9/95,9-Jun,Q2,Summer
6/10/95,10-Jun,Q2,Summer
6/11/95,11-Jun,Q2,Summer
6/12/95,12-Jun,Q2,Summer
6/13/95,13-Jun,Q2,Summer
6/14/95,14-Jun,Q2,Summer
6/15/95,15-Jun,Q2,Summer
6/16/95,16-Jun,Q2,Summer
6/19/95,19-Jun,Q2,Summer
6/20/95,20-Jun,Q2,Summer
6/21/95,21-Jun,Q2,Summer
6/22/95,22-Jun,Q2,Summer
6/23/95,23-Jun,Q2,Summer
6/26/95,26-Jun,Q2,Summer
6/27/95,27-Jun,Q2,Summer
6/28/95,28-Jun,Q2,Summer
6/29/95,29-Jun,Q2,Summer
6/30/95,30-Jun,Q2,Summer
7/2/95,2-Jul,Q3,Summer
7/3/95,3-Jul,Q3,Summer
7/4/95,4-Jul,Q3,Summer
7/6/95,6-Jul,Q3,Summer
7/7/95,7-Jul,Q3,Summer
7/8/95,8-Jul,Q3,Summer
7/9/95,9-Jul,Q3,Summer
7/11/95,11-Jul,Q3,Summer
7/12/95,12-Jul,Q3,Summer
7/13/95,13-Jul,Q3,Summer
7/14/95,14-Jul,Q3,Summer
7/17/95,17-Jul,Q3,Summer
7/18/95,18-Jul,Q3,Summer
7/19/95,19-Jul,Q3,Summer
7/20/95,20-Jul,Q3,Summer
7/21/95,21-Jul,Q3,Summer
7/24/95,24-Jul,Q3,Summer
7/25/95,25-Jul,Q3,Summer
7/26/95,26-Jul,Q3,Summer
7/27/95,27-Jul,Q3,Summer
7/28/95,28-Jul,Q3,Summer
7/31/95,31-Jul,Q3,Summer
8/2/95,2-Aug,Q3,Summer
8/3/95,3-Aug,Q3,Summer
8/5/95,5-Aug,Q3,Summer
8/6/95,6-Aug,Q3,Summer
8/8/95,8-Aug,Q3,Summer
8/9/95,9-Aug,Q3,Summer
8/11/95,11-Aug,Q3,Summer
8/12/95,12-Aug,Q3,Summer
8/14/95,14-Aug,Q3,Summer
8/15/95,15-Aug,Q3,Summer
8/16/95,16-Aug,Q3,Summer
8/17/95,17-Aug,Q3,Summer
8/18/95,18-Aug,Q3,Summer
8/21/95,21-Aug,Q3,Summer
8/22/95,22-Aug,Q3,Summer
8/23/95,23-Aug,Q3,Summer
8/24/95,24-Aug,Q3,Summer
8/25/95,25-Aug,Q3,Summer
8/28/95,28-Aug,Q3,Summer
8/29/95,29-Aug,Q3,Summer
8/30/95,30-Aug,Q3,Summer
8/31/95,31-Aug,Q3,Summer
9/1/95,1-Sep,Q3,Fall
9/2/95,2-Sep,Q3,Fall
9/3/95,3-Sep,Q3,Fall
9/5/95,5-Sep,Q3,Fall
9/6/95,6-Sep,Q3,Fall
9/8/95,8-Sep,Q3,Fall
9/10/95,10-Sep,Q3,Fall
9/11/95,11-Sep,Q3,Fall
9/13/95,13-Sep,Q3,Fall
9/14/95,14-Sep,Q3,Fall
9/15/95,15-Sep,Q3,Fall
9/18/95,18-Sep,Q3,Fall
9/19/95,19-Sep,Q3,Fall
9/20/95,20-Sep,Q3,Fall
9/21/95,21-Sep,Q3,Fall
9/22/95,22-Sep,Q3,Fall
9/25/95,25-Sep,Q3,Fall
9/26/95,26-Sep,Q3,Fall
9/27/95,27-Sep,Q3,Fall
9/28/95,28-Sep,Q3,Fall
9/29/95,29-Sep,Q3,Fall
10/1/95,1-Oct,Q4,Fall
10/2/95,2-Oct,Q4,Fall
10/3/95,3-Oct,Q4,Fall
10/4/95,4-Oct,Q4,Fall
10/5/95,5-Oct,Q4,Fall
10/7/95,7-Oct,Q4,Fall
10/8/95,8-Oct,Q4,Fall
10/10/95,10-Oct,Q4,Fall
10/11/95,11-Oct,Q4,Fall
10/13/95,13-Oct,Q4,Fall
10/16/95,16-Oct,Q4,Fall
10/17/95,17-Oct,Q4,Fall
10/18/95,18-Oct,Q4,Fall
10/19/95,19-Oct,Q4,Fall
10/20/95,20-Oct,Q4,Fall
10/23/95,23-Oct,Q4,Fall
10/24/95,24-Oct,Q4,Fall
10/25/95,25-Oct,Q4,Fall
10/26/95,26-Oct,Q4,Fall
10/27/95,27-Oct,Q4,Fall
10/30/95,30-Oct,Q4,Fall
10/31/95,31-Oct,Q4,Fall
11/1/95,1-Nov,Q4,Fall
11/4/95,4-Nov,Q4,Fall
11/5/95,5-Nov,Q4,Fall
11/7/95,7-Nov,Q4,Fall
11/8/95,8-Nov,Q4,Fall
11/9/95,9-Nov,Q4,Fall
11/10/95,10-Nov,Q4,Fall
11/12/95,12-Nov,Q4,Fall
11/13/95,13-Nov,Q4,Fall
11/14/95,14-Nov,Q4,Fall
11/15/95,15-Nov,Q4,Fall
11/16/95,16-Nov,Q4,Fall
11/17/95,17-Nov,Q4,Fall
11/20/95,20-Nov,Q4,Fall
11/21/95,21-Nov,Q4,Fall
11/22/95,22-Nov,Q4,Fall
11/24/95,24-Nov,Q4,Fall
11/27/95,27-Nov,Q4,Fall
11/28/95,28-Nov,Q4,Fall
11/29/95,29-Nov,Q4,Fall
11/30/95,30-Nov,Q4,Fall
12/1/95,1-Dec,Q4,Winter
12/4/95,4-Dec,Q4,Winter
12/5/95,5-Dec,Q4,Winter
12/6/95,6-Dec,Q4,Winter
12/7/95,7-Dec,Q4,Winter
12/9/95,9-Dec,Q4,Winter
12/10/95,10-Dec,Q4,Winter
12/12/95,12-Dec,Q4,Winter
12/13/95,13-Dec,Q4,Winter
12/14/95,14-Dec,Q4,Winter
12/15/95,15-Dec,Q4,Winter
12/18/95,18-Dec,Q4,Winter
12/19/95,19-Dec,Q4,Winter
12/20/95,20-Dec,Q4,Winter
12/21/95,21-Dec,Q4,Winter
12/22/95,22-Dec,Q4,Winter
12/26/95,26-Dec,Q4,Winter
12/27/95,27-Dec,Q4,Winter
12/28/95,28-Dec,Q4,Winter
12/29/95,29-Dec,Q4,Winter
1/2/96,2-Jan,Q1,Winter
1/3/96,3-Jan,Q1,Winter
1/4/96,4-Jan,Q1,Winter
1/5/96,5-Jan,Q1,Winter
1/7/96,7-Jan,Q1,Winter
1/8/96,8-Jan,Q1,Winter
1/10/96,10-Jan,Q1,Winter
1/11/96,11-Jan,Q1,Winter
1/15/96,15-Jan,Q1,Winter
1/16/96,16-Jan,Q1,Winter
1/17/96,17-Jan,Q1,Winter
1/18/96,18-Jan,Q1,Winter
1/19/96,19-Jan,Q1,Winter
1/22/96,22-Jan,Q1,Winter
1/23/96,23-Jan,Q1,Winter
1/24/96,24-Jan,Q1,Winter
1/25/96,25-Jan,Q1,Winter
1/26/96,26-Jan,Q1,Winter
1/29/96,29-Jan,Q1,Winter
1/30/96,30-Jan,Q1,Winter
1/31/96,31-Jan,Q1,Winter
2/1/96,1-Feb,Q1,Winter
2/2/96,2-Feb,Q1,Winter
2/4/96,4-Feb,Q1,Winter
2/5/96,5-Feb,Q1,Winter
2/7/96,7-Feb,Q1,Winter
2/8/96,8-Feb,Q1,Winter
2/10/96,10-Feb,Q1,Winter
2/12/96,12-Feb,Q1,Winter
2/13/96,13-Feb,Q1,Winter
2/14/96,14-Feb,Q1,Winter
2/15/96,15-Feb,Q1,Winter
2/16/96,16-Feb,Q1,Winter
2/20/96,20-Feb,Q1,Winter
2/21/96,21-Feb,Q1,Winter
2/22/96,22-Feb,Q1,Winter
2/23/96,23-Feb,Q1,Winter
2/26/96,26-Feb,Q1,Winter
2/27/96,27-Feb,Q1,Winter
2/28/96,28-Feb,Q1,Winter
2/29/96,Feb-29,Q1,Winter
3/1/96,1-Mar,Q1,Spring
3/4/96,4-Mar,Q1,Spring
3/5/96,5-Mar,Q1,Spring
3/6/96,6-Mar,Q1,Spring
3/7/96,7-Mar,Q1,Spring
3/9/96,9-Mar,Q1,Spring
3/10/96,10-Mar,Q1,Spring
3/12/96,12-Mar,Q1,Spring
3/13/96,13-Mar,Q1,Spring
3/14/96,14-Mar,Q1,Spring
3/15/96,15-Mar,Q1,Spring
3/18/96,18-Mar,Q1,Spring
3/19/96,19-Mar,Q1,Spring
3/20/96,20-Mar,Q1,Spring
3/21/96,21-Mar,Q1,Spring
3/22/96,22-Mar,Q1,Spring
3/25/96,25-Mar,Q1,Spring
3/26/96,26-Mar,Q1,Spring
3/27/96,27-Mar,Q1,Spring
3/28/96,28-Mar,Q1,Spring
3/29/96,29-Mar,Q1,Spring
4/1/96,1-Apr,Q2,Spring
4/3/96,3-Apr,Q2,Spring
4/4/96,4-Apr,Q2,Spring
4/6/96,6-Apr,Q2,Spring
4/9/96,9-Apr,Q2,Spring
4/10/96,10-Apr,Q2,Spring
4/11/96,11-Apr,Q2,Spring
4/12/96,12-Apr,Q2,Spring
4/15/96,15-Apr,Q2,Spring
4/16/96,16-Apr,Q2,Spring
4/17/96,17-Apr,Q2,Spring
4/18/96,18-Apr,Q2,Spring
4/19/96,19-Apr,Q2,Spring
4/22/96,22-Apr,Q2,Spring
4/23/96,23-Apr,Q2,Spring
4/24/96,24-Apr,Q2,Spring
4/25/96,25-Apr,Q2,Spring
4/26/96,26-Apr,Q2,Spring
4/29/96,29-Apr,Q2,Spring
4/30/96,30-Apr,Q2,Spring
5/1/96,1-May,Q2,Spring
5/2/96,2-May,Q2,Spring
5/3/96,3-May,Q2,Spring
5/6/96,6-May,Q2,Spring
5/7/96,7-May,Q2,Spring
5/8/96,8-May,Q2,Spring
5/9/96,9-May,Q2,Spring
5/11/96,11-May,Q2,Spring
5/12/96,12-May,Q2,Spring
5/13/96,13-May,Q2,Spring
5/14/96,14-May,Q2,Spring
5/15/96,15-May,Q2,Spring
5/16/96,16-May,Q2,Spring
5/17/96,17-May,Q2,Spring
5/20/96,20-May,Q2,Spring
5/21/96,21-May,Q2,Spring
5/22/96,22-May,Q2,Spring
5/23/96,23-May,Q2,Spring
5/24/96,24-May,Q2,Spring
5/28/96,28-May,Q2,Spring
5/29/96,29-May,Q2,Spring
5/30/96,30-May,Q2,Spring
5/31/96,31-May,Q2,Spring
6/2/96,2-Jun,Q2,Summer
6/3/96,3-Jun,Q2,Summer
6/5/96,5-Jun,Q2,Summer
6/6/96,6-Jun,Q2,Summer
6/8/96,8-Jun,Q2,Summer
6/9/96,9-Jun,Q2,Summer
6/11/96,11-Jun,Q2,Summer
6/12/96,12-Jun,Q2,Summer
6/13/96,13-Jun,Q2,Summer
6/14/96,14-Jun,Q2,Summer
6/17/96,17-Jun,Q2,Summer
6/18/96,18-Jun,Q2,Summer
6/19/96,19-Jun,Q2,Summer
6/20/96,20-Jun,Q2,Summer
6/21/96,21-Jun,Q2,Summer
6/24/96,24-Jun,Q2,Summer
6/25/96,25-Jun,Q2,Summer
6/26/96,26-Jun,Q2,Summer
6/27/96,27-Jun,Q2,Summer
6/28/96,28-Jun,Q2,Summer
7/2/96,2-Jul,Q3,Summer
7/3/96,3-Jul,Q3,Summer
7/5/96,5-Jul,Q3,Summer
7/6/96,6-Jul,Q3,Summer
7/8/96,8-Jul,Q3,Summer
7/10/96,10-Jul,Q3,Summer
7/11/96,11-Jul,Q3,Summer
7/15/96,15-Jul,Q3,Summer
7/16/96,16-Jul,Q3,Summer
7/17/96,17-Jul,Q3,Summer
7/18/96,18-Jul,Q3,Summer
7/19/96,19-Jul,Q3,Summer
7/22/96,22-Jul,Q3,Summer
7/23/96,23-Jul,Q3,Summer
7/24/96,24-Jul,Q3,Summer
7/25/96,25-Jul,Q3,Summer
7/26/96,26-Jul,Q3,Summer
7/29/96,29-Jul,Q3,Summer
7/30/96,30-Jul,Q3,Summer
7/31/96,31-Jul,Q3,Summer
8/1/96,1-Aug,Q3,Summer
8/2/96,2-Aug,Q3,Summer
8/3/96,3-Aug,Q3,Summer
8/4/96,4-Aug,Q3,Summer
8/5/96,5-Aug,Q3,Summer
8/7/96,7-Aug,Q3,Summer
8/8/96,8-Aug,Q3,Summer
8/10/96,10-Aug,Q3,Summer
8/11/96,11-Aug,Q3,Summer
8/13/96,13-Aug,Q3,Summer
8/14/96,14-Aug,Q3,Summer
8/15/96,15-Aug,Q3,Summer
8/16/96,16-Aug,Q3,Summer
8/19/96,19-Aug,Q3,Summer
8/20/96,20-Aug,Q3,Summer
8/21/96,21-Aug,Q3,Summer
8/22/96,22-Aug,Q3,Summer
8/23/96,23-Aug,Q3,Summer
8/26/96,26-Aug,Q3,Summer
8/27/96,27-Aug,Q3,Summer
8/28/96,28-Aug,Q3,Summer
8/29/96,29-Aug,Q3,Summer
8/30/96,30-Aug,Q3,Summer
9/1/96,1-Sep,Q3,Fall
9/2/96,2-Sep,Q3,Fall
9/4/96,4-Sep,Q3,Fall
9/5/96,5-Sep,Q3,Fall
9/7/96,7-Sep,Q3,Fall
9/8/96,8-Sep,Q3,Fall
9/9/96,9-Sep,Q3,Fall
9/10/96,10-Sep,Q3,Fall
9/12/96,12-Sep,Q3,Fall
9/13/96,13-Sep,Q3,Fall
9/16/96,16-Sep,Q3,Fall
9/17/96,17-Sep,Q3,Fall
9/18/96,18-Sep,Q3,Fall
9/19/96,19-Sep,Q3,Fall
9/20/96,20-Sep,Q3,Fall
9/23/96,23-Sep,Q3,Fall
9/24/96,24-Sep,Q3,Fall
9/25/96,25-Sep,Q3,Fall
9/26/96,26-Sep,Q3,Fall
9/27/96,27-Sep,Q3,Fall
9/30/96,30-Sep,Q3,Fall
10/1/96,1-Oct,Q4,Fall
10/4/96,4-Oct,Q4,Fall
10/5/96,5-Oct,Q4,Fall
10/6/96,6-Oct,Q4,Fall
10/7/96,7-Oct,Q4,Fall
10/9/96,9-Oct,Q4,Fall
10/10/96,10-Oct,Q4,Fall
10/12/96,12-Oct,Q4,Fall
10/14/96,14-Oct,Q4,Fall
10/15/96,15-Oct,Q4,Fall
10/16/96,16-Oct,Q4,Fall
10/17/96,17-Oct,Q4,Fall
10/18/96,18-Oct,Q4,Fall
10/21/96,21-Oct,Q4,Fall
10/22/96,22-Oct,Q4,Fall
10/23/96,23-Oct,Q4,Fall
10/24/96,24-Oct,Q4,Fall
10/25/96,25-Oct,Q4,Fall
10/28/96,28-Oct,Q4,Fall
10/29/96,29-Oct,Q4,Fall
10/30/96,30-Oct,Q4,Fall
10/31/96,31-Oct,Q4,Fall
11/1/96,1-Nov,Q4,Fall
11/3/96,3-Nov,Q4,Fall
11/4/96,4-Nov,Q4,Fall
11/6/96,6-Nov,Q4,Fall
11/7/96,7-Nov,Q4,Fall
11/9/96,9-Nov,Q4,Fall
11/10/96,10-Nov,Q4,Fall
11/11/96,11-Nov,Q4,Fall
11/12/96,12-Nov,Q4,Fall
11/13/96,13-Nov,Q4,Fall
11/14/96,14-Nov,Q4,Fall
11/15/96,15-Nov,Q4,Fall
11/18/96,18-Nov,Q4,Fall
11/19/96,19-Nov,Q4,Fall
11/20/96,20-Nov,Q4,Fall
11/21/96,21-Nov,Q4,Fall
11/22/96,22-Nov,Q4,Fall
11/25/96,25-Nov,Q4,Fall
11/26/96,26-Nov,Q4,Fall
11/27/96,27-Nov,Q4,Fall
11/29/96,29-Nov,Q4,Fall
12/1/96,1-Dec,Q4,Winter
12/2/96,2-Dec,Q4,Winter
12/3/96,3-Dec,Q4,Winter
12/4/96,4-Dec,Q4,Winter
12/6/96,6-Dec,Q4,Winter
12/7/96,7-Dec,Q4,Winter
12/8/96,8-Dec,Q4,Winter
12/9/96,9-Dec,Q4,Winter
12/11/96,11-Dec,Q4,Winter
12/12/96,12-Dec,Q4,Winter
12/13/96,13-Dec,Q4,Winter
12/16/96,16-Dec,Q4,Winter
12/17/96,17-Dec,Q4,Winter
12/18/96,18-Dec,Q4,Winter
12/19/96,19-Dec,Q4,Winter
12/20/96,20-Dec,Q4,Winter
12/23/96,23-Dec,Q4,Winter
12/24/96,24-Dec,Q4,Winter
12/26/96,26-Dec,Q4,Winter
12/27/96,27-Dec,Q4,Winter
12/30/96,30-Dec,Q4,Winter
12/31/96,31-Dec,Q4,Winter
1/4/97,4-Jan,Q1,Winter
1/5/97,5-Jan,Q1,Winter
1/7/97,7-Jan,Q1,Winter
1/8/97,8-Jan,Q1,Winter
1/10/97,10-Jan,Q1,Winter
1/12/97,12-Jan,Q1,Winter
1/13/97,13-Jan,Q1,Winter
1/14/97,14-Jan,Q1,Winter
1/15/97,15-Jan,Q1,Winter
1/16/97,16-Jan,Q1,Winter
1/17/97,17-Jan,Q1,Winter
1/20/97,20-Jan,Q1,Winter
1/21/97,21-Jan,Q1,Winter
1/22/97,22-Jan,Q1,Winter
1/23/97,23-Jan,Q1,Winter
1/24/97,24-Jan,Q1,Winter
1/27/97,27-Jan,Q1,Winter
1/28/97,28-Jan,Q1,Winter
1/29/97,29-Jan,Q1,Winter
1/30/97,30-Jan,Q1,Winter
1/31/97,31-Jan,Q1,Winter
2/1/97,1-Feb,Q1,Winter
2/4/97,4-Feb,Q1,Winter
2/5/97,5-Feb,Q1,Winter
2/6/97,6-Feb,Q1,Winter
2/7/97,7-Feb,Q1,Winter
2/9/97,9-Feb,Q1,Winter
2/10/97,10-Feb,Q1,Winter
2/12/97,12-Feb,Q1,Winter
2/13/97,13-Feb,Q1,Winter
2/14/97,14-Feb,Q1,Winter
2/18/97,18-Feb,Q1,Winter
2/19/97,19-Feb,Q1,Winter
2/20/97,20-Feb,Q1,Winter
2/21/97,21-Feb,Q1,Winter
2/24/97,24-Feb,Q1,Winter
2/25/97,25-Feb,Q1,Winter
2/26/97,26-Feb,Q1,Winter
2/27/97,27-Feb,Q1,Winter
2/28/97,28-Feb,Q1,Winter
3/1/97,1-Mar,Q1,Spring
3/2/97,2-Mar,Q1,Spring
3/3/97,3-Mar,Q1,Spring
3/4/97,4-Mar,Q1,Spring
3/6/97,6-Mar,Q1,Spring
3/7/97,7-Mar,Q1,Spring
3/9/97,9-Mar,Q1,Spring
3/10/97,10-Mar,Q1,Spring
3/11/97,11-Mar,Q1,Spring
3/12/97,12-Mar,Q1,Spring
3/13/97,13-Mar,Q1,Spring
3/14/97,14-Mar,Q1,Spring
3/17/97,17-Mar,Q1,Spring
3/18/97,18-Mar,Q1,Spring
3/19/97,19-Mar,Q1,Spring
3/20/97,20-Mar,Q1,Spring
3/21/97,21-Mar,Q1,Spring
3/24/97,24-Mar,Q1,Spring
3/25/97,25-Mar,Q1,Spring
3/26/97,26-Mar,Q1,Spring
3/27/97,27-Mar,Q1,Spring
3/31/97,31-Mar,Q1,Spring
4/2/97,2-Apr,Q2,Spring
4/3/97,3-Apr,Q2,Spring
4/4/97,4-Apr,Q2,Spring
4/6/97,6-Apr,Q2,Spring
4/8/97,8-Apr,Q2,Spring
4/9/97,9-Apr,Q2,Spring
4/11/97,11-Apr,Q2,Spring
4/12/97,12-Apr,Q2,Spring
4/14/97,14-Apr,Q2,Spring
4/15/97,15-Apr,Q2,Spring
4/16/97,16-Apr,Q2,Spring
4/17/97,17-Apr,Q2,Spring
4/18/97,18-Apr,Q2,Spring
4/21/97,21-Apr,Q2,Spring
4/22/97,22-Apr,Q2,Spring
4/23/97,23-Apr,Q2,Spring
4/24/97,24-Apr,Q2,Spring
4/25/97,25-Apr,Q2,Spring
4/28/97,28-Apr,Q2,Spring
4/29/97,29-Apr,Q2,Spring
4/30/97,30-Apr,Q2,Spring
5/2/97,2-May,Q2,Spring
5/3/97,3-May,Q2,Spring
5/5/97,5-May,Q2,Spring
5/6/97,6-May,Q2,Spring
5/8/97,8-May,Q2,Spring
5/9/97,9-May,Q2,Spring
5/11/97,11-May,Q2,Spring
5/12/97,12-May,Q2,Spring
5/13/97,13-May,Q2,Spring
5/14/97,14-May,Q2,Spring
5/15/97,15-May,Q2,Spring
5/16/97,16-May,Q2,Spring
5/19/97,19-May,Q2,Spring
5/20/97,20-May,Q2,Spring
5/21/97,21-May,Q2,Spring
5/22/97,22-May,Q2,Spring
5/23/97,23-May,Q2,Spring
5/27/97,27-May,Q2,Spring
5/28/97,28-May,Q2,Spring
5/29/97,29-May,Q2,Spring
5/30/97,30-May,Q2,Spring
6/1/97,1-Jun,Q2,Summer
6/2/97,2-Jun,Q2,Summer
6/3/97,3-Jun,Q2,Summer
6/5/97,5-Jun,Q2,Summer
6/6/97,6-Jun,Q2,Summer
6/8/97,8-Jun,Q2,Summer
6/10/97,10-Jun,Q2,Summer
6/11/97,11-Jun,Q2,Summer
6/13/97,13-Jun,Q2,Summer
6/16/97,16-Jun,Q2,Summer
6/17/97,17-Jun,Q2,Summer
6/18/97,18-Jun,Q2,Summer
6/19/97,19-Jun,Q2,Summer
6/20/97,20-Jun,Q2,Summer
6/23/97,23-Jun,Q2,Summer
6/24/97,24-Jun,Q2,Summer
6/25/97,25-Jun,Q2,Summer
